code,名称,类型,日期,净值,日增长率,近1周,近1月,近3月,近6月,近1年,近2年,近3年,今年来,成立来,f1,f2,f3,f4,f5,f6,f7,可购买,f9,起购金额,费率,e1,e2,e3
022071,诺德安鸿D,债券型,2025/11/20,1.0572,-0.03,-0.11,0.16,0.7,0.7,2.54,,,1.24,1.05,3,1,1,0.04,0,,041,0,1,10元,0.40%,0.04%,0.04%,1,
022118,鹏华丰玉债券E,债券型,2025/11/20,1.0255,0,0.03,0.36,0.43,0.73,2.54,,,1.06,2.75,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
270045,广发双债添利债券C,债券型,2025/11/20,1.1998,0.01,0.05,0.56,0.47,0.63,2.53,7.32,13.39,0.74,69.82,3,0,1,0,0,,043,1,1,10元,0.00%,0.00%,0.00%,0,
004021,广发汇富一年定期债券A,债券型,2025/11/14,1.0934,,0.06,0.4,-0.2,-0.17,2.53,9.16,12.37,-0.51,42.85,0,1,1,0.08,0,,041_071,0,6,10元,0.80%,0.08%,0.08%,1,
004907,长安泓沣中短债债券A,债券型,2025/11/20,1.152,0,0.03,0.28,0.54,0.94,2.53,5.42,10.62,1.78,41.26,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
006112,易方达恒惠定开债,债券型,2025/11/20,1.0975,0,0.01,0.52,0.78,0.99,2.53,5.76,8.57,1.55,31,0,1,1,0.06,0,,041_071_080,0,6,---,0.60%,0.06%,0.06%,1,
006846,中银福建国企债定开债A,债券型,2025/11/20,1.1421,0,0.05,0.38,0.66,0.4,2.53,8.17,12.2,0.82,28.74,0,1,1,0.08,0,,041_071,0,6,10元,0.80%,0.08%,0.08%,1,
002109,博时裕丰纯债3个月定开债,债券型,2025/11/20,1.0464,0.02,0.05,0.52,0.69,0.41,2.53,6.73,9.95,0.79,38.65,0,1,1,0.08,0,,041_071_080,0,5,10元,0.80%,0.08%,0.08%,1,
007996,博时富顺纯债债券A,债券型,2025/11/20,1.101,0.01,0.05,0.45,0.56,0.67,2.53,6.54,10.09,1.11,23.06,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
007225,浙商惠泉3个月定开债C,债券型,2025/11/20,1.0191,0.01,0.05,0.28,0.35,0.43,2.53,6.14,8.43,0.97,15.61,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
009104,新华纯债添利债券发起B,债券型,2025/11/20,1.0934,0,0.05,0.41,0.55,0.6,2.53,4.84,8.01,1.1,13.5,3,0,1,0,0,,041_080,1,1,10元,,0.00%,,,
872016,广发资管昭利中短债B,债券型,2025/11/20,1.1735,0.01,0.04,0.27,0.47,1.06,2.53,4.69,7.53,1.65,17.35,0,0,1,0,0,,042,0,4,500万,,0.00%,,,
010086,中邮纯债丰利债券A,债券型,2025/11/20,1.1202,-0.02,0.04,0.59,0.5,0.77,2.53,6.3,10.47,1.03,19.46,0,1,1,0.08,0,,043,0,4,1元,0.80%,0.08%,0.08%,1,
009890,华润元大润禧39个月定开债C,债券型,2025/11/14,1.0573,,0.07,0.29,0.78,1.34,2.53,4.9,8.41,2.1,16.69,0,0,1,0,0,,041_071,0,5,10元,,0.00%,,,
012016,国投瑞银顺成3个月定开债,债券型,2025/11/20,1.0724,0,0.07,0.74,1.01,1.25,2.53,6.8,9.64,0.77,15.48,0,1,1,0.06,0,,041_071,0,6,---,0.60%,0.06%,0.06%,1,
005995,国投瑞银顺泓债券,债券型,2025/11/20,1.0605,0,0.06,0.58,0.62,0.48,2.53,7.47,10.29,0.65,30.61,0,1,1,0.08,0,,041_071,0,6,10元,0.80%,0.08%,0.08%,1,
014451,天弘新享一年定开债券发起,债券型,2025/11/14,1.0177,,0.03,0.34,0.15,0.31,2.53,6.55,8.31,0.59,11.5,0,1,1,0.06,0,,043_071_080,0,6,---,0.60%,0.06%,0.06%,1,
016765,百嘉百盈纯债债券,债券型,2025/11/20,1.0276,0.05,0.36,1.3,1.51,1.68,2.53,5.9,,1.9,7.94,3,1,1,0.08,0,,041,0,1,10元,0.80%,0.08%,0.08%,1,
018601,长城集利债券发起式A,债券型,2025/11/20,1.0835,0.02,-0.21,0.45,1,1.55,2.53,7.95,,1.95,8.35,3,1,1,0.08,0,,043_080_701,1,1,10元,0.80%,0.08%,0.08%,1,
019526,中邮纯债丰利债券E,债券型,2025/11/20,1.1202,-0.02,0.04,0.59,0.5,0.77,2.53,6.3,,1.03,6.83,0,0,1,0,0,,043,0,4,---,,0.00%,,,
020144,银华致淳债券,债券型,2025/11/20,1.0429,0.02,0.07,0.45,0.55,0.22,2.53,,,0.35,6.8,3,1,1,0.04,0,,041,1,1,10元,0.40%,0.04%,0.04%,1,
020205,创金合信恒兴中短债债券E,债券型,2025/11/20,1.0372,0.01,0.05,0.51,0.73,1.03,2.53,,,1.62,5.75,3,0,1,0,0,,042,1,1,50万,,0.00%,,,
020974,鑫元鸿利C,债券型,2025/11/20,1.1414,0.01,0.04,0.39,0.58,0.79,2.53,,,1.39,4.93,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
021078,永赢安源60天滚动持有债券C,债券型,2025/11/20,1.042,0,0.06,0.25,0.46,0.63,2.53,,,1.66,4.2,3,0,1,0,0,,041_073_074,1,1,10元,,0.00%,,,
472007,汇添富利率债,债券型,2025/11/20,1.0534,0.01,0.04,0.22,0.41,0.63,2.52,6.91,10.48,0.88,19.79,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
006988,平安季添盈定开债E,债券型,2025/11/20,1.0968,0.01,0.05,0.38,0.47,0.66,2.52,5.81,8.39,1.49,21.52,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
002650,东方红稳添利纯债A,债券型,2025/11/20,1.1279,0,0.03,0.33,0.55,0.78,2.52,6.11,9.33,1.37,38.2,3,1,1,0.07,0,,042_080,1,1,10元,0.70%,0.07%,0.07%,1,
006797,嘉实中短债债券A,债券型,2025/11/20,1.15,0,0.03,0.24,0.53,0.7,2.52,5.37,9.31,1.22,23.46,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
007998,易方达年年恒秋一年定开债C,债券型,2025/11/20,1.018,0.01,0.05,0.37,0.58,0.96,2.52,6.87,11.41,1.57,23.64,0,0,1,0,0,,041_071_080,0,6,10元,,0.00%,,,
007636,银河天盈中短债C,债券型,2025/11/20,1.1563,0.01,0.02,0.22,0.38,0.67,2.52,5.78,8.29,1.86,18.51,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
872015,广发资管昭利中短债A,债券型,2025/11/20,1.1507,0.01,0.04,0.26,0.46,1.04,2.52,4.69,7.54,1.64,15.07,0,1,1,0.04,0,,042,0,4,10元,0.40%,0.04%,0.04%,1,
008558,永赢邦利债券A,债券型,2025/11/20,1.1244,0.01,0.04,0.4,0.59,0.31,2.52,7.82,11.34,0.12,21.65,0,1,1,0.08,0,,041,0,4,10元,0.80%,0.08%,0.08%,1,
009553,财通资管丰乾39个月定开债C,债券型,2025/11/14,1.0115,,0.05,0.29,0.7,1.25,2.52,4.72,8.17,1.98,16.25,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
010145,格林中短债债券A,债券型,2025/11/20,1.0217,0,0.05,0.44,0.69,0.98,2.52,5.13,9,1.72,16.99,3,1,1,0.04,0,,042,1,1,10元,0.40%,0.04%,0.04%,1,
013953,工银瑞和3个月定开债券C,债券型,2025/11/20,1.0923,0.02,0.1,0.73,0.77,-0.16,2.52,7.08,9.68,-0.6,11.22,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
013140,中金金信债券A,债券型,2025/11/20,1.024,0.01,0.04,0.29,0.45,0.71,2.52,5.4,8.65,1.37,9.36,3,99,1,0.6,0,,041,1,1,10元,0.60%,0.60%,0.60%,99,
006044,永赢惠益债券C,债券型,2025/11/20,1.0646,0,0.06,0.54,0.63,0.08,2.52,8.26,11.42,0,29.82,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
015284,圆信永丰兴益三个月定开债A,债券型,2025/11/20,1.0262,-0.02,-0.01,0.24,0.53,0.45,2.52,5.78,8.32,1.03,8.11,0,1,1,0.05,0,,041_071,0,6,10元,0.50%,0.05%,0.05%,1,
005841,富国尊利纯债定开债,债券型,2025/11/20,1.0393,0,0.03,0.29,0.54,0.64,2.52,6.31,10.09,1.22,33.57,0,1,1,0.06,0,,041_071_080,0,6,---,0.60%,0.06%,0.06%,1,
016881,山证资管裕景30天持有期债券发起式A,债券型,2025/11/20,1.0853,0,0.05,0.27,0.57,0.98,2.52,5.22,,1.9,8.53,3,1,1,0.03,0,,042_073_080,1,1,10元,0.30%,0.03%,0.03%,1,
519972,长信纯债一年定开债C,债券型,2025/11/14,1.0488,,0.03,0.33,0.22,0.84,2.52,6.78,10.82,0.44,89.46,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
020448,鹏华双季红180天持有期债券C,债券型,2025/11/20,1.0662,0,0.02,0.26,0.47,0.63,2.52,,,1.32,6.62,3,0,1,0,0,,041_073,1,1,10元,,0.00%,,,
021054,永赢众利债券C,债券型,2025/11/20,1.1534,0.01,0.02,0.53,0.61,-0.04,2.52,,,-0.04,5.69,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
000272,中邮定开债券C,债券型,2025/11/14,1.141,,0,0.62,0.18,0.8,2.52,6.44,9.51,1.33,77.11,0,0,1,0,0,,041_071,0,6,10元,0.00%,0.00%,0.00%,0,
020056,永赢悦享债券C,债券型,2025/11/20,1.0336,-0.03,-0.51,-0.12,-0.16,1.21,2.52,,,1.05,3.36,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
020718,天弘工盈三个月持有期债券A,债券型,2025/11/20,1.0391,0,0.03,0.34,0.63,1.09,2.52,,,1.75,3.91,3,1,1,0.03,0,,042_073,1,1,10元,0.30%,0.03%,0.03%,1,
021824,东海鑫兴30天持有债券A,债券型,2025/11/20,1.0375,-0.01,0.03,0.34,0.61,0.52,2.52,,,1.68,3.75,3,1,1,0.04,0,,041_073,1,1,10元,0.40%,0.04%,0.04%,1,
021409,平安元利90天持有债券A,债券型,2025/11/20,1.0295,0,0.11,0.43,0.93,1.39,2.52,,,1.7,2.95,3,1,1,0.03,0,,041_073,1,1,10元,0.30%,0.03%,0.03%,1,
008568,蜂巢丰业一年定开债发起式,债券型,2025/11/20,1.0909,0.01,0.05,0.36,0.52,0.49,2.51,9.69,12.98,0.72,24.55,0,1,1,0.06,0,,041_071_080,0,5,10元,0.60%,0.06%,0.06%,1,
002337,创金合信季安鑫3个月A,债券型,2025/11/20,1.1927,0,0.06,0.36,0.53,0.96,2.51,5.47,8.8,1.71,14.24,3,1,1,0.03,0,,041_073,1,1,10元,0.30%,0.03%,0.03%,1,
009524,宝盈聚福39个月定开债C,债券型,2025/11/20,1.0409,0.01,0.05,0.27,0.75,1.35,2.51,4.88,8.35,2.19,16.33,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
009418,国投瑞银顺荣定开债券C,债券型,2025/11/20,1.0292,0,0.05,0.21,0.65,1.32,2.51,4.97,8.07,2.22,16.35,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
015372,中加聚享增盈债券C,债券型,2025/11/20,1.0692,-0.13,-0.75,-0.76,-0.76,1.62,2.51,5.46,8.86,1.54,10.98,3,0,1,0,0,,043_701,1,1,10元,,0.00%,,,
014290,南方晨利一年定开债券发起,债券型,2025/11/20,1.0515,-0.01,0.02,0.42,0.6,0.24,2.51,6.65,10.32,0.75,10.71,0,1,1,0.08,0,,041_071_080,0,6,---,0.80%,0.08%,0.08%,1,
015910,鑫元裕丰债,债券型,2025/11/20,1.1064,0.01,0.03,0.34,0.53,0.48,2.51,7.68,10.8,0.44,11.72,0,1,1,0.06,0,,041,0,4,10元,0.60%,0.06%,0.06%,1,
013408,蜂巢丰和债券A,债券型,2025/11/20,1.0267,0.01,0.06,0.3,0.38,0.35,2.51,7.4,10.35,0.44,12.2,0,1,1,0.06,0,,043,0,4,10元,0.60%,0.06%,0.06%,1,
018881,中欧稳丰90天持有债券C,债券型,2025/11/20,1.0648,0,0.03,0.22,0.48,0.74,2.51,6.26,,1.55,6.48,3,0,1,0,0,,041_073,1,1,10元,,0.00%,,,
019595,嘉实稳宁纯债债券C,债券型,2025/11/20,1.0567,0,0.01,0.15,0.32,0.59,2.51,,,1.47,5.67,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
021235,摩根瑞欣利率债债券A,债券型,2025/11/20,1.0194,0,-0.01,0.31,0.19,-0.21,2.51,,,0.05,4.05,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
001299,兴业添利债券,债券型,2025/11/20,1.0353,0,0.03,0.45,0.64,0.46,2.5,6.65,10.62,0.94,54.89,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
005641,国投瑞银顺源6个月定开债,债券型,2025/11/20,1.0446,0.02,0.1,0.42,0.52,0.56,2.5,6.64,9.55,0.83,33.93,0,1,1,0.04,0,,041_071,0,6,10元,0.40%,0.04%,0.04%,1,
006390,金鹰添祥中短债C,债券型,2025/11/20,1.1029,0.01,0.05,0.43,0.6,0.88,2.5,5.35,8.24,1.46,24.19,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
006935,平安3-5年期政策性金融债债券C,债券型,2025/11/20,1.1202,0.03,0.09,0.54,0.57,0.27,2.5,7.17,9.23,0.55,28.02,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
005426,光大尊丰纯债定开债,债券型,2025/11/20,1.1077,-0.01,0.05,0.8,0.61,0.47,2.5,6.55,9.69,0.92,22.13,0,1,1,0.08,0,,041_071_080,0,6,10元,0.80%,0.08%,0.08%,1,
007542,永赢开泰中高等级中短债A,债券型,2025/11/20,1.1609,0.01,0.04,0.32,0.57,0.9,2.5,5.62,8.79,1.56,21.51,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
006946,宝盈聚享定期开放债券,债券型,2025/11/20,1.0286,0.02,0.06,0.29,0.49,0.68,2.5,7.21,11.04,1,24.37,0,1,1,0.06,0,,041_071_080,0,6,10元,0.60%,0.06%,0.06%,1,
008993,汇添富多策略纯债A,债券型,2025/11/20,1.1707,-0.01,0.01,0.27,0.47,0.37,2.5,7.03,10.05,0.84,17.07,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
013719,兴银稳益30天持有期债券C,债券型,2025/11/20,1.1014,0,0.02,0.16,0.56,0.87,2.5,5.86,8.95,1.33,10.14,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
015362,汇添富鑫裕一年定开债发起式A,债券型,2025/11/20,1.003,0.01,0.06,0.56,0.72,0.32,2.5,5.08,7.98,-0.07,8.52,0,1,1,0.06,0,,043_071_080,0,6,---,0.60%,0.06%,0.06%,1,
016270,博时富鑫纯债C,债券型,2025/11/20,1.156,-0.01,0.04,0.5,0.63,0.54,2.5,6.79,10.52,1.12,10.98,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
016693,渤海汇金30天滚动持有中短债发起A,债券型,2025/11/20,1.1047,0.01,0.05,0.32,0.64,1.09,2.5,5.25,10.43,1.93,10.47,3,1,1,0.03,0,,042_073_074_080,1,1,10元,0.30%,0.03%,0.03%,1,
019069,永赢开泰中高等级中短债D,债券型,2025/11/20,1.1567,0.01,0.04,0.31,0.57,0.91,2.5,5.27,,1.55,5.74,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
019070,永赢开泰中高等级中短债E,债券型,2025/11/20,1.1658,0.01,0.04,0.32,0.57,0.91,2.5,5.66,,1.56,6.57,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
019490,景顺长城景泰通利纯债C,债券型,2025/11/20,1.0566,0.03,0.09,0.62,0.8,0.05,2.5,,,0.25,9.38,0,0,1,0,0,,041,0,4,---,,0.00%,,,
020046,广发添盈180天持有债券A,债券型,2025/11/20,1.0584,0.01,0.07,0.46,0.49,0.5,2.5,,,1.02,5.84,3,1,1,0.05,0,,041_073,1,1,10元,0.50%,0.05%,0.05%,1,
020134,东方红60天持有纯债C,债券型,2025/11/20,1.0531,0,0.03,0.29,0.93,1.24,2.5,,,1.74,5.31,3,0,1,0,0,,042_073,1,1,10元,,0.00%,,,
021350,兴业稳利30天持有期债券A,债券型,2025/11/20,1.0461,0,0.03,0.17,0.39,0.75,2.5,,,1.4,4.61,3,1,1,0.04,0,,041_073,1,1,10元,0.40%,0.04%,0.04%,1,
020150,易方达安泽180天持有期债券C,债券型,2025/11/20,1.0257,0.01,0.01,0.25,0.45,0.88,2.5,,,1.76,4.77,3,0,1,0,0,,043_073,1,1,10元,,0.00%,,,
004548,中银中高等级债券C,债券型,2025/11/20,1.1182,-0.01,0.04,0.41,0.48,0.2,2.49,8.32,11.63,0.5,43.22,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
005647,广发汇佳定期开放债券,债券型,2025/11/20,1.0431,0,0.03,0.47,0.62,0.57,2.49,7,10.39,0.75,30.63,0,1,1,0.06,0,,041_071_080,0,6,10元,0.60%,0.06%,0.06%,1,
006047,长信稳健纯债债券E,债券型,2025/11/20,1.0588,0,0.04,0.46,0.64,0.93,2.49,6.5,11.04,1.73,39.36,0,0,1,0,0,,041,0,4,10元,,0.00%,,,
006212,东方臻选纯债债券A,债券型,2025/11/20,1.0499,0.01,0.05,0.34,0.47,0.85,2.49,8.57,15.65,1.52,51.97,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
007295,天弘安益债券A,债券型,2025/11/20,1.0911,0,0.05,0.57,0.52,0.42,2.49,7.11,11.15,0.85,25.09,3,1,1,0.05,0,,041,1,1,10元,0.50%,0.05%,0.05%,1,
006979,泰康安欣纯债债券C,债券型,2025/11/20,1.0645,0,0.03,0.36,0.48,0.2,2.49,7.07,10.31,0.53,19.27,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
007745,长盛安逸纯债债券C,债券型,2025/11/20,1.2453,0,0.04,0.52,0.63,0.65,2.49,6.58,11.36,1.15,24.53,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
008821,大成景悦中短债C,债券型,2025/11/20,1.1506,0,0.03,0.23,0.37,0.59,2.49,6.19,7.68,1.47,15.05,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
010472,易方达年年恒实纯债一年定开C,债券型,2025/11/20,1.0165,0,0.04,0.36,0.52,0.9,2.49,6.23,11.62,1.7,17.72,0,0,1,0,0,,041_071_080,0,6,10元,,0.00%,,,
012948,兴证全球恒利一年定开债券,债券型,2025/11/20,1.0728,0.02,0.04,0.21,0.39,0.16,2.49,6.63,10,0.66,14.24,0,1,1,0.06,0,,041_071_080,0,4,---,0.60%,0.06%,0.06%,1,
013399,大成稳益90天滚动持有债券A,债券型,2025/11/20,1.1226,0,0.04,0.31,0.56,0.96,2.49,6.47,11.07,1.72,12.26,3,1,1,0.02,0,,042_073_074,1,1,10元,0.20%,0.02%,0.02%,1,
017789,建信睿享纯债债券C,债券型,2025/11/20,1.13,0.01,0.05,0.42,0.62,0.95,2.49,6.42,,1.57,8.61,0,0,1,0,0,,043,0,4,10元,,0.00%,,,
020539,银华安泰债券A,债券型,2025/11/20,1.0364,0.01,0.03,0.15,0.39,0.8,2.49,,,1.66,3.64,3,99,1,0.3,0,,041,1,1,10元,0.30%,0.30%,0.30%,99,
003859,招商招旭纯债A,债券型,2025/11/20,1.4194,0,0.04,0.3,0.36,0.42,2.48,6.58,10.75,0.91,41.94,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
004264,海富通瑞合纯债,债券型,2025/11/20,1.0615,0.01,0.06,0.44,0.67,0.83,2.48,6.69,9.11,1.25,33.25,3,1,1,0.08,0,,041,0,1,10元,0.80%,0.08%,0.08%,1,
006645,银华安丰中短期政策性金融债债券A,债券型,2025/11/20,1.047,0.01,0.05,0.37,0.47,0.29,2.48,7.44,10.6,0.43,24.51,3,1,1,0.06,0,,042,1,1,10元,0.60%,0.06%,0.06%,1,
006468,嘉实稳联纯债债券,债券型,2025/11/20,1.0164,0.02,0.04,0.3,0.48,0.61,2.48,6.18,9.9,1.13,19.98,0,1,1,0.08,0,,041,0,4,10元,0.80%,0.08%,0.08%,1,
007240,申万菱信安泰瑞利中短债C,债券型,2025/11/20,1.1166,0.01,0.04,0.36,0.59,0.94,2.48,5.26,8.41,1.66,18.63,3,0,1,0,0,,042,1,1,10元,,0.00%,,,
008747,大成景泰纯债债券A,债券型,2025/11/20,1.1187,0,0.03,0.39,0.46,0.52,2.48,6.53,11.37,1.03,19.16,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
008529,汇安信利债券A,债券型,2025/11/20,0.938,0.01,-0.07,0.48,0.56,0.94,2.48,5.63,-0.27,1.69,4.54,3,1,1,0.08,0,,043,1,1,10元,0.80%,0.08%,0.08%,1,
009496,大成景轩中高等级债券C,债券型,2025/11/20,1.1118,0.02,0.05,0.59,0.54,0.4,2.48,7.02,9.74,0.64,16.13,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
009543,申万菱信安泰富利三年定开A,债券型,2025/11/14,1.0561,,0.05,0.22,0.6,1.44,2.48,4.91,7.65,2.16,15.93,0,1,1,0.045,0,,041_071,0,6,10元,0.45%,0.05%,0.05%,1,
009802,东海祥泰三年定开债发起式,债券型,2025/11/20,1.0369,0.01,0.05,0.19,0.57,1.42,2.48,4.98,7.86,2.23,16.04,0,1,1,0.08,0,,041_071_080,0,6,---,0.80%,0.08%,0.08%,1,
010223,博时双季享持有期债券A,债券型,2025/11/20,1.185,-0.03,-0.03,0.49,0.42,-0.08,2.48,7.1,12.06,0.61,18.5,3,1,1,0.03,0,,041_073,1,1,10元,0.30%,0.03%,0.03%,1,
010753,招商招旭纯债D,债券型,2025/11/20,1.42,0,0.04,0.3,0.35,0.42,2.48,6.6,10.76,0.9,21.93,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
012465,上银慧嘉利债券,债券型,2025/11/20,1.0521,0.01,0.06,0.49,0.62,0.54,2.48,7.41,10.85,0.82,14.84,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
018922,民生加银恒源债券,债券型,2025/11/20,1.0518,0,0.02,0.4,0.35,-0.13,2.48,7.93,,0.06,7.65,0,1,1,0.08,0,,041,0,4,---,0.80%,0.08%,0.08%,1,
019369,银华安丰中短期政策性金融债债券D,债券型,2025/11/20,1.0552,0.02,0.05,0.38,0.47,0.29,2.48,7.4,,0.43,7.61,3,1,1,0.06,0,,042,1,1,10元,0.60%,0.06%,0.06%,1,
018677,渤海汇金汇享益利率债C,债券型,2025/11/20,1.0334,0,0.04,0.44,0.46,0.06,2.48,,,0.31,5.85,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
015493,中航瑞发3个月定开债C,债券型,2025/11/20,1.0126,0,0.03,0.4,0.38,0.24,2.48,5.68,10.39,0.77,10.25,0,0,1,0,0,,041_071,0,6,10元,,0.00%,,,
002188,鹏华丰华债券,债券型,2025/11/20,1.1035,-0.02,-0.02,0.35,0.39,0.58,2.47,6.93,10.16,1.36,42.59,3,1,1,0.08,0,,041,1,1,10元,0.80%,0.08%,0.08%,1,
003408,景顺长城景泰丰利纯债债券C,债券型,2025/11/20,1.0888,0.02,0.06,0.51,0.45,-0.43,2.47,8.98,11.46,-0.2,49.98,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
000239,华安年年盈定开债A,债券型,2025/11/14,1.0551,,-0.23,-0.12,-0.2,0.06,2.47,4.8,6.03,0.69,46.46,0,1,1,0.06,0,,043_071,0,6,10元,0.60%,0.06%,0.06%,1,
005171,富国景利纯债债券A,债券型,2025/11/20,1.1193,0.02,0.06,0.47,0.56,0.67,2.47,6.9,10.73,1.21,37.28,3,1,1,0.08,0,,041_080,1,1,10元,0.80%,0.08%,0.08%,1,
000188,华泰柏瑞丰盛纯债债券C,债券型,2025/11/20,1.1542,-0.03,-0.13,0.23,0.28,0.37,2.47,5.37,8.67,0.78,69.05,3,0,1,0,0,,041,1,1,10元,0.00%,0.00%,0.00%,0,
006107,招商添利6个月定开债发起式A,债券型,2025/11/20,1.0293,0,0.03,0.32,0.46,0.69,2.47,9.96,13.6,1.11,34.27,0,1,1,0.08,0,,041_071_080,0,6,---,0.80%,0.08%,0.08%,1,
006995,南方惠利6个月定开债A,债券型,2025/11/20,1.2602,-0.01,0.02,0.45,0.57,0.47,2.47,6.68,11.08,0.99,30.61,0,1,1,0.08,0,,041_071,0,6,10元,0.80%,0.08%,0.08%,1,
008223,交银裕泰两年定期开放债券,债券型,2025/11/20,1.0245,0.01,0.13,0.37,0.83,1.4,2.47,4.9,7.64,2.14,16.5,0,1,1,0.08,0,,041_071,0,6,10元,0.80%,0.08%,0.08%,1,
009252,蜂巢添元纯债A,债券型,2025/11/20,1.0534,0.01,0.05,0.31,0.54,0.7,2.47,5.86,9.88,1.02,18.14,0,1,1,0.06,0,,041,0,4,10元,0.60%,0.06%,0.06%,1,
003746,广发汇瑞3个月定开债券,债券型,2025/11/14,1.0041,,0.08,0.45,0.13,0.48,2.47,5.43,7.57,0.78,36.72,0,1,1,0.06,0,,041_071_080,0,6,10元,0.60%,0.06%,0.06%,1,
014105,长城信利一年定开债券发起式,债券型,2025/11/20,1.0384,0,0.04,0.47,0.64,0.76,2.47,6.59,10.12,1.35,11.6,0,1,1,0.08,0,,041_071_080,0,6,10元,0.80%,0.08%,0.08%,1,
015580,中金金誉债券,债券型,2025/11/20,1.0296,0,0.05,0.47,0.56,0.68,2.47,5.83,8.2,1.22,8.55,3,1,1,0.06,0,,041,1,1,10元,0.60%,0.06%,0.06%,1,
165314,建信信用增强债券(LOF)C,债券型,2025/11/20,1.616,-0.06,-0.31,0.31,0.19,1.64,2.47,5.41,8.17,2.08,54.49,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
016034,建信鑫福60天持有中短债债券A,债券型,2025/11/20,1.1019,-0.01,0.02,0.28,0.53,0.9,2.47,5.31,9.47,1.47,10.19,3,1,1,0.04,0,,042_073,1,1,10元,0.40%,0.04%,0.04%,1,
016619,国融添益增强债券C,债券型,2025/11/20,1.0469,0,0.03,0.32,0.49,0.81,2.47,3.32,,1.25,4.69,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
016717,中银中短债债券A,债券型,2025/11/20,1.0902,0,0.06,0.37,0.54,0.62,2.47,6.65,,1.16,9.02,3,1,1,0.03,0,,042,1,1,10元,0.30%,0.03%,0.03%,1,
018616,光大保德信睿阳纯债债券C,债券型,2025/11/20,1.068,-0.01,-0.01,0.33,0.42,0.36,2.47,5.94,,1.05,6.8,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
020070,恒生前海恒源臻利债券C,债券型,2025/11/20,1.0217,-0.04,-0.27,0.34,1.46,1.51,2.47,,,1.21,50.82,3,0,1,0,0,,043,1,1,10元,,0.00%,,,
003439,招商招怡纯债C,债券型,2025/11/20,1.1291,0,0.04,0.36,0.42,0.53,2.47,6.12,7.95,1,24.49,3,0,1,0,0,,041,1,1,10元,,0.00%,,,
003199,长盛盛琪一年债券A,债券型,2025/11/20,1.0496,0,0.04,0.41,0.52,0.72,2.46,7.08,11,1.46,29.78,0,1,1,0.06,0,,041_071,0,6,10元,0.60%,0.06%,0.06%,1,
003615,中信保诚景瑞债券C,债券型,2025/11/20,1.0711,0.05,0.07,0.43,0.21,-0.46,2.46,7.08,9.2,-0.19,34.33,3,0,1,0,0,,041,0,1,10元,,0.00%,,,
